 :::: VPP results :::: 
      V_tw   alfa_tw         V       VMG       phi         b         F    Fdrive     Fside     Mheel      Rtot  Rrh+RrhH  Rvh+RvhH  Rrk+RrkH       Rvk        Ri       Rvr
      4.10     62.00      0.85      0.40     13.73      0.00      1.00      4.51     11.28      9.81      4.51      0.17      1.97      1.03      0.71      0.46      0.17 
      4.10     63.00      0.85      0.39     13.58      0.00      1.00      4.55     11.17      9.70      4.55      0.18      2.00      1.03      0.72      0.44      0.18 
      4.10     64.00      0.86      0.38     13.43      0.00      1.00      4.59     11.05      9.60      4.59      0.19      2.03      1.04      0.73      0.43      0.18 
      4.10     65.00      0.86      0.36     13.28      0.00      1.00      4.61     10.94      9.49      4.61      0.19      2.05      1.04      0.73      0.41      0.18 
      4.10     66.00      0.86      0.35     13.13      0.00      1.00      4.62     10.82      9.38      4.62      0.20      2.06      1.03      0.74      0.40      0.18 
      4.10     67.00      0.87      0.34     12.98      0.00      1.00      4.61     10.71      9.28      4.61      0.20      2.07      1.03      0.74      0.39      0.18 
      4.10     68.00      0.87      0.32     12.83      0.00      1.00      4.60     10.59      9.18      4.60      0.20      2.08      1.01      0.74      0.38      0.18 
      4.10     69.00      0.87      0.31     12.69      0.00      1.00      4.58     10.48      9.07      4.58      0.20      2.08      1.00      0.74      0.38      0.18 
      4.10     70.00      0.86      0.30     12.55      0.00      1.00      4.54     10.38      8.98      4.54      0.20      2.08      0.99      0.74      0.37      0.18 
      4.10     71.00      0.86      0.28     12.41      0.00      1.00      4.51     10.27      8.88      4.51      0.19      2.07      0.97      0.73      0.36      0.18 
      4.10     72.00      0.86      0.26     12.29      0.00      1.00      4.46     10.17      8.79      4.46      0.19      2.06      0.95      0.73      0.36      0.18 
      4.10     73.00      0.85      0.25     12.17      0.00      1.00      4.41     10.08      8.71      4.41      0.18      2.05      0.93      0.72      0.35      0.18 
      4.10     74.00      0.85      0.23     12.05      0.00      1.00      4.36      9.99      8.63      4.36      0.18      2.03      0.91      0.72      0.35      0.18 
      4.10     75.00      0.84      0.22     11.95      0.00      1.00      4.31      9.91      8.55      4.31      0.17      2.01      0.90      0.71      0.35      0.17 
      4.10     76.00      0.84      0.20     11.85      0.00      1.00      4.26      9.83      8.49      4.26      0.16      2.00      0.88      0.70      0.34      0.17 
      4.10     77.00      0.83      0.19     11.76      0.00      1.00      4.20      9.76      8.42      4.20      0.16      1.98      0.86      0.70      0.34      0.17 
      4.10     78.00      0.83      0.17     11.68      0.00      1.00      4.15      9.70      8.37      4.15      0.15      1.96      0.84      0.69      0.34      0.17 
      4.10     79.00      0.83      0.16     11.61      0.00      1.00      4.11      9.64      8.31      4.11      0.15      1.95      0.83      0.68      0.34      0.17 
      4.10     80.00      0.82      0.14     11.54      0.00      1.00      4.07      9.59      8.26      4.07      0.14      1.93      0.82      0.68      0.33      0.17 
      4.10     81.00      0.82      0.13     11.48      0.00      1.00      4.04      9.54      8.22      4.04      0.14      1.92      0.80      0.67      0.33      0.17 
      4.10     82.00      0.82      0.11     11.42      0.00      1.00      4.01      9.49      8.18      4.01      0.14      1.91      0.80      0.67      0.33      0.16 
      4.10     83.00      0.81      0.10     11.36      0.00      1.00      3.99      9.45      8.14      3.99      0.13      1.91      0.79      0.67      0.33      0.16 
      4.10     84.00      0.81      0.09     11.31      0.00      1.00      3.98      9.41      8.10      3.98      0.13      1.91      0.78      0.67      0.33      0.16 
      4.10     85.00      0.81      0.07     11.26      0.00      1.00      3.98      9.37      8.07      3.98      0.13      1.91      0.78      0.67      0.32      0.16 
      4.10     86.00      0.82      0.06     11.21      0.00      1.00      3.99      9.33      8.03      3.99      0.14      1.92      0.78      0.67      0.32      0.16 
      4.10     87.00      0.82      0.04     11.16      0.00      1.00      4.00      9.29      8.00      4.00      0.14      1.93      0.78      0.67      0.31      0.17 
      4.10     88.00      0.82      0.03     11.11      0.00      1.00      4.03      9.25      7.96      4.03      0.14      1.95      0.79      0.68      0.31      0.17 
      4.10     89.00      0.83      0.01     11.05      0.00      1.00      4.07      9.20      7.92      4.07      0.15      1.97      0.79      0.68      0.30      0.17 
      4.10     90.00      0.83      0.00     10.99      0.00      1.00      4.11      9.15      7.87      4.11      0.15      2.00      0.80      0.69      0.30      0.17 
      4.10     91.00      0.84     -0.01     10.92      0.00      1.00      4.16      9.10      7.83      4.16      0.16      2.03      0.81      0.70      0.29      0.17 
      4.10     92.00      0.85     -0.03     10.85      0.00      1.00      4.22      9.04      7.77      4.22      0.17      2.06      0.82      0.71      0.28      0.18 
      4.10     93.00      0.85     -0.04     10.77      0.00      1.00      4.29      8.98      7.72      4.29      0.18      2.10      0.83      0.72      0.27      0.18 
      4.10     94.00      0.86     -0.06     10.69      0.00      1.00      4.36      8.92      7.67      4.36      0.20      2.14      0.85      0.74      0.26      0.18 
      4.10     95.00      0.87     -0.08     10.62      0.00      1.00      4.43      8.86      7.61      4.43      0.21      2.17      0.86      0.75      0.26      0.18 
      4.10     96.00      0.88     -0.09     10.54      0.00      1.00      4.50      8.80      7.56      4.50      0.22      2.21      0.87      0.76      0.25      0.19 
      4.10     97.00      0.89     -0.11     10.46      0.00      1.00      4.57      8.74      7.50      4.57      0.23      2.25      0.88      0.77      0.24      0.19 
      4.10     98.00      0.90     -0.12     10.38      0.00      1.00      4.64      8.67      7.44      4.64      0.24      2.29      0.90      0.78      0.23      0.19 
      4.10     99.00      0.90     -0.14     10.30      0.00      1.00      4.72      8.60      7.39      4.72      0.26      2.33      0.91      0.80      0.23      0.20 
      4.10    100.00      0.91     -0.16     10.21      0.00      1.00      4.79      8.54      7.32      4.79      0.27      2.37      0.92      0.81      0.22      0.20 
      4.10    101.00      0.92     -0.18     10.12      0.00      1.00      4.86      8.46      7.26      4.86      0.28      2.42      0.93      0.82      0.21      0.20 
      4.10    102.00      0.93     -0.19     10.03      0.00      1.00      4.94      8.39      7.19      4.94      0.30      2.46      0.94      0.83      0.21      0.20 
      4.10    103.00      0.94     -0.21      9.93      0.00      1.00      5.01      8.31      7.12      5.01      0.31      2.50      0.95      0.85      0.20      0.21 
      4.10    104.00      0.94     -0.23      9.82      0.00      1.00      5.09      8.22      7.05      5.09      0.32      2.54      0.96      0.86      0.19      0.21 
      4.10    105.00      0.95     -0.25      9.71      0.00      1.00      5.16      8.13      6.97      5.16      0.34      2.58      0.97      0.87      0.18      0.21 
      4.10    106.00      0.96     -0.26      9.59      0.00      1.00      5.23      8.04      6.88      5.23      0.35      2.63      0.98      0.88      0.18      0.22 
      4.10    107.00      0.97     -0.28      9.47      0.00      1.00      5.30      7.94      6.79      5.30      0.36      2.67      0.98      0.89      0.17      0.22 
      4.10    108.00      0.97     -0.30      9.33      0.00      1.00      5.37      7.83      6.70      5.37      0.38      2.71      0.99      0.91      0.16      0.22 
      4.10    109.00      0.98     -0.32      9.20      0.00      1.00      5.43      7.72      6.60      5.43      0.39      2.75      0.99      0.92      0.16      0.22 
      4.10    110.00      0.99     -0.34      9.05      0.00      1.00      5.49      7.60      6.50      5.49      0.40      2.80      0.99      0.93      0.15      0.23 
      4.10    111.00      0.99     -0.36      8.89      0.00      1.00      5.55      7.47      6.39      5.55      0.41      2.84      0.99      0.94      0.14      0.23 
      4.10    112.00      1.00     -0.37      8.73      0.00      1.00      5.60      7.34      6.27      5.60      0.42      2.88      0.99      0.95      0.14      0.23 
      4.10    113.00      1.01     -0.39      8.56      0.00      1.00      5.65      7.20      6.15      5.65      0.43      2.91      0.98      0.96      0.13      0.23 
      4.10    114.00      1.01     -0.41      8.37      0.00      1.00      5.69      7.05      6.02      5.69      0.44      2.95      0.98      0.97      0.12      0.24 
      4.10    115.00      1.02     -0.43      8.19      0.00      1.00      5.73      6.90      5.88      5.73      0.45      2.99      0.97      0.98      0.11      0.24 
      4.10    116.00      1.02     -0.45      8.00      0.00      1.00      5.77      6.74      5.75      5.77      0.45      3.02      0.96      0.98      0.11      0.24 
      4.10    117.00      1.03     -0.47      7.81      0.00      1.00      5.80      6.59      5.62      5.80      0.46      3.05      0.95      0.99      0.10      0.24 
      4.10    118.00      1.03     -0.48      7.63      0.00      1.00      5.83      6.44      5.48      5.83      0.47      3.09      0.94      1.00      0.10      0.24 
      4.10    119.00      1.03     -0.50      7.44      0.00      1.00      5.86      6.28      5.35      5.86      0.47      3.12      0.93      1.01      0.09      0.25 
      4.10    120.00      1.04     -0.52      7.26      0.00      1.00      5.88      6.13      5.22      5.88      0.48      3.14      0.91      1.01      0.08      0.25 
      4.10    121.00      1.04     -0.54      7.07      0.00      1.00      5.90      5.98      5.09      5.90      0.48      3.17      0.90      1.02      0.08      0.25 
      4.10    122.00      1.05     -0.55      6.89      0.00      1.00      5.92      5.82      4.95      5.92      0.49      3.20      0.89      1.02      0.07      0.25 
      4.10    123.00      1.05     -0.57      6.70      0.00      1.00      5.93      5.67      4.82      5.93      0.49      3.22      0.87      1.03      0.07      0.25 
      4.10    124.00      1.05     -0.59      6.52      0.00      1.00      5.95      5.52      4.69      5.95      0.49      3.25      0.86      1.03      0.06      0.25 
      4.10    125.00      1.05     -0.60      6.34      0.00      1.00      5.96      5.37      4.56      5.96      0.50      3.27      0.84      1.04      0.06      0.25 
      4.10    126.00      1.06     -0.62      6.16      0.00      1.00      5.96      5.22      4.43      5.96      0.50      3.29      0.82      1.04      0.06      0.25 
      4.10    127.00      1.06     -0.64      5.98      0.00      1.00      5.97      5.07      4.31      5.97      0.50      3.31      0.81      1.04      0.05      0.26 
